identifier,runeName,abilityIds,runeType,runeSlot,availableTypes,availableDragons,rarityIndex,salvageValueId,enhanceCosts,aura,icon,isTutorialRune,h
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower3Event,Legendary Cannon Resist Glyph,rune_ability_1202_0|rune_ability_1202_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower4,Legendary Cannon Resist,rune_ability_1203_0|rune_ability_1203_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower4Event,Legendary Cannon Resist Glyph,rune_ability_1204_0|rune_ability_1204_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower5,Legendary Cannon Resist,rune_ability_1205_0|rune_ability_1205_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower5Event,Legendary Cannon Resist Glyph,rune_ability_1206_0|rune_ability_1206_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower6,Legendary Cannon Resist,rune_ability_1207_0|rune_ability_1207_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower6Event,Legendary Cannon Resist Glyph,rune_ability_1208_0|rune_ability_1208_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower7,Legendary Cannon Resist,rune_ability_1209_0|rune_ability_1209_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower7Event,Legendary Cannon Resist Glyph,rune_ability_1210_0|rune_ability_1210_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower8,Legendary Cannon Resist,rune_ability_1211_0|rune_ability_1211_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower8Event,Legendary Cannon Resist Glyph,rune_ability_1212_0|rune_ability_1212_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower9,Legendary Cannon Resist,rune_ability_1213_0|rune_ability_1213_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_cannonTower9Event,Legendary Cannon Resist Glyph,rune_ability_1214_0|rune_ability_1214_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower1,Legendary Lightning Resist,rune_ability_1215_0|rune_ability_1215_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower10,Legendary Lightning Resist,rune_ability_1216_0|rune_ability_1216_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower10Event,Legendary Lightning Resist Glyph,rune_ability_1217_0|rune_ability_1217_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower11,Legendary Lightning Resist,rune_ability_1218_0|rune_ability_1218_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower11Event,Legendary Lightning Resist Glyph,rune_ability_1219_0|rune_ability_1219_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower1Event,Legendary Lightning Resist Glyph,rune_ability_1220_0|rune_ability_1220_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower2,Legendary Lightning Resist,rune_ability_1221_0|rune_ability_1221_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower2Event,Legendary Lightning Resist Glyph,rune_ability_1222_0|rune_ability_1222_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower3,Legendary Lightning Resist,rune_ability_1223_0|rune_ability_1223_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower3Event,Legendary Lightning Resist Glyph,rune_ability_1224_0|rune_ability_1224_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower4,Legendary Lightning Resist,rune_ability_1225_0|rune_ability_1225_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower4Event,Legendary Lightning Resist Glyph,rune_ability_1226_0|rune_ability_1226_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower5,Legendary Lightning Resist,rune_ability_1227_0|rune_ability_1227_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower5Event,Legendary Lightning Resist Glyph,rune_ability_1228_0|rune_ability_1228_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower6,Legendary Lightning Resist,rune_ability_1229_0|rune_ability_1229_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower6Event,Legendary Lightning Resist Glyph,rune_ability_1230_0|rune_ability_1230_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower7,Legendary Lightning Resist,rune_ability_1231_0|rune_ability_1231_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower7Event,Legendary Lightning Resist Glyph,rune_ability_1232_0|rune_ability_1232_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower8,Legendary Lightning Resist,rune_ability_1233_0|rune_ability_1233_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower8Event,Legendary Lightning Resist Glyph,rune_ability_1234_0|rune_ability_1234_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower9,Legendary Lightning Resist,rune_ability_1235_0|rune_ability_1235_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_lightningTower9Event,Legendary Lightning Resist Glyph,rune_ability_1236_0|rune_ability_1236_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower1,Legendary Storm Resist,rune_ability_1237_0|rune_ability_1237_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower10,Legendary Storm Resist,rune_ability_1238_0|rune_ability_1238_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower10Event,Legendary Storm Resist Glyph,rune_ability_1239_0|rune_ability_1239_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower11,Legendary Storm Resist,rune_ability_1240_0|rune_ability_1240_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower11Event,Legendary Storm Resist Glyph,rune_ability_1241_0|rune_ability_1241_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower1Event,Legendary Storm Resist Glyph,rune_ability_1242_0|rune_ability_1242_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower2,Legendary Storm Resist,rune_ability_1243_0|rune_ability_1243_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower2Event,Legendary Storm Resist Glyph,rune_ability_1244_0|rune_ability_1244_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower3,Legendary Storm Resist,rune_ability_1245_0|rune_ability_1245_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower3Event,Legendary Storm Resist Glyph,rune_ability_1246_0|rune_ability_1246_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower4,Legendary Storm Resist,rune_ability_1247_0|rune_ability_1247_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower4Event,Legendary Storm Resist Glyph,rune_ability_1248_0|rune_ability_1248_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower5,Legendary Storm Resist,rune_ability_1249_0|rune_ability_1249_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower5Event,Legendary Storm Resist Glyph,rune_ability_1250_0|rune_ability_1250_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower6,Legendary Storm Resist,rune_ability_1251_0|rune_ability_1251_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower6Event,Legendary Storm Resist Glyph,rune_ability_1252_0|rune_ability_1252_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower7,Legendary Storm Resist,rune_ability_1253_0|rune_ability_1253_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower7Event,Legendary Storm Resist Glyph,rune_ability_1254_0|rune_ability_1254_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower8,Legendary Storm Resist,rune_ability_1255_0|rune_ability_1255_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower8Event,Legendary Storm Resist Glyph,rune_ability_1256_0|rune_ability_1256_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower9,Legendary Storm Resist,rune_ability_1257_0|rune_ability_1257_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_stormTower9Event,Legendary Storm Resist Glyph,rune_ability_1258_0|rune_ability_1258_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_elemental_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet1,Legendary Trebuchet Resist,rune_ability_1259_0|rune_ability_1259_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet10,Legendary Trebuchet Resist,rune_ability_1260_0|rune_ability_1260_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet10Event,Legendary Trebuchet Resist Glyph,rune_ability_1261_0|rune_ability_1261_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet11,Legendary Trebuchet Resist,rune_ability_1262_0|rune_ability_1262_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet11Event,Legendary Trebuchet Resist Glyph,rune_ability_1263_0|rune_ability_1263_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet1Event,Legendary Trebuchet Resist Glyph,rune_ability_1264_0|rune_ability_1264_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet2,Legendary Trebuchet Resist,rune_ability_1265_0|rune_ability_1265_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet2Event,Legendary Trebuchet Resist Glyph,rune_ability_1266_0|rune_ability_1266_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet3,Legendary Trebuchet Resist,rune_ability_1267_0|rune_ability_1267_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet3Event,Legendary Trebuchet Resist Glyph,rune_ability_1268_0|rune_ability_1268_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet4,Legendary Trebuchet Resist,rune_ability_1269_0|rune_ability_1269_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet4Event,Legendary Trebuchet Resist Glyph,rune_ability_1270_0|rune_ability_1270_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet5,Legendary Trebuchet Resist,rune_ability_1271_0|rune_ability_1271_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet5Event,Legendary Trebuchet Resist Glyph,rune_ability_1272_0|rune_ability_1272_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet6,Legendary Trebuchet Resist,rune_ability_1273_0|rune_ability_1273_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet6Event,Legendary Trebuchet Resist Glyph,rune_ability_1274_0|rune_ability_1274_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet7,Legendary Trebuchet Resist,rune_ability_1275_0|rune_ability_1275_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet7Event,Legendary Trebuchet Resist Glyph,rune_ability_1276_0|rune_ability_1276_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet8,Legendary Trebuchet Resist,rune_ability_1277_0|rune_ability_1277_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet8Event,Legendary Trebuchet Resist Glyph,rune_ability_1278_0|rune_ability_1278_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet9,Legendary Trebuchet Resist,rune_ability_1279_0|rune_ability_1279_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04.png,,
Legendary_resistAbilityIncreaseModifierKeyFormat_trebuchet9Event,Legendary Trebuchet Resist Glyph,rune_ability_1280_0|rune_ability_1280_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_blunt_defense_04_event.png,,
Legendary_reverseDurationModifier1,Legendary Invert,rune_ability_1281_0|rune_ability_1281_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_invert_duration_04.png,,
Legendary_reverseDurationModifier1Event,Legendary Invert Glyph,rune_ability_1282_0|rune_ability_1282_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_invert_duration_04_event.png,,
Legendary_reverseDurationModifier2,Legendary Invert,rune_ability_1283_0|rune_ability_1283_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96360|runeDust:150690|runeDust:240870,defenseWhelp,rune_invert_duration_04.png,,
Legendary_reverseDurationModifier3,Legendary Invert,rune_ability_1284_0|rune_ability_1284_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_invert_duration_04.png,,
Legendary_reverseDurationModifier3Event,Legendary Invert Glyph,rune_ability_1285_0|rune_ability_1285_1,dragon,event,,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000|runeDust:241000,defenseWhelp,rune_invert_duration_04_event.png,,
Legendary_reverseDurationModifier4,Legendary Invert,rune_ability_1286_0|rune_ability_1286_1,dragon,normal,,,5,rune_salvage_5,runeDust:62500|runeDust:96360|runeDust:150690|runeDust:240870,defenseWhelp,rune_invert_duration_04.png,,
Legendary_totalAmmoIncreaseModifier1,Legendary Ammo,rune_ability_1287_0|rune_ability_1287_1,dragon,normal,hunter,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000,attackWhelp,rune_hunterAmmo_cloak_duration_04.png,,
Legendary_totalAmmoIncreaseModifier1Event,Legendary Ammo Glyph,rune_ability_1288_0|rune_ability_1288_1,dragon,event,hunter,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000,attackWhelp,rune_lightningChains_EXP_duration_04.png,,
Legendary_totalAmmoIncreaseModifier2,Legendary Ammo,rune_ability_1289_0|rune_ability_1289_1,dragon,normal,hunter,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000,attackWhelp,rune_hunterAmmo_cloak_duration_04.png,,
Legendary_totalAmmoIncreaseModifier2Event,Legendary Ammo Glyph,rune_ability_1290_0|rune_ability_1290_1,dragon,event,hunter,,5,rune_salvage_5,runeDust:62500|runeDust:96400|runeDust:151000,attackWhelp,rune_lightningChains_EXP_duration_04.png,,
Legendary_totalAmmoIncreaseModifier3,Legendary Ammo,rune_ability_1291_0|rune_ability_1291_1,dragon,normal,hunter,,5,rune_salvage_5,runeDust:62500|runeDust:96360|runeDust:150690,attackWhelp,rune_hunterAmmo_cloak_duration_04.png,,
attackRune1,Attack Dragon MYTHIC,rune_ability_1292_0|rune_ability_1292_1,dragon,normal,warrior|sorcerer,,6,rune_salvage_6,runeDust:100|runeDust:1000|runeDust:2000|runeDust:5000,attackWhelp,rune_EXP_utility_05.png,,
attackTowerRune1,Attack Monument,rune_ability_1293_0,monument,normal,,,6,rune_salvage_6,runeDust:10|runeDust:100|runeDust:200|runeDust:500,archerAndBallista,rune_archer_projectiles_damage_05.png,,
Mythic_AOESpellDamageIncreaseModifierKey1,Mythic Fireball,rune_ability_1294_0|rune_ability_1294_1,dragon,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_fireball_strength_05.png,,
Mythic_AOESpellDamageIncreaseModifierKey1Event,Mythic Fireball Glyph,rune_ability_1295_0|rune_ability_1295_1,dragon,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_fireball_strength_05_event.png,,
Mythic_AOESpellDamageIncreaseModifierKey2,Mythic Fireball,rune_ability_1296_0|rune_ability_1296_1,dragon,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_fireball_strength_05.png,,
Mythic_AOESpellDamageIncreaseModifierKey2Event,Mythic Fireball Glyph,rune_ability_1297_0|rune_ability_1297_1,dragon,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_fireball_strength_05_event.png,,
Mythic_AOESpellDamageIncreaseModifierKey3,Mythic Fireball,rune_ability_1298_0|rune_ability_1298_1,dragon,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,attackWhelp,rune_fireball_strength_05.png,,
